air_store_id,datetime_hour,hour,hourly_orders,visit_date,visitors,day_of_week,holiday_flg,air_genre_name,air_area_name,temp_max,temp_min,precip,hour_sin,hour_cos,is_weekend,lag_1h,lag_24h,roll_mean_6h,roll_mean_24h,rain_temp_effect
air_5c817ef28f236bdf,2017-02-22 15:00:00,15,1.9,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-0.7071067811865471,-0.7071067811865479,0,2.28,2.15,2.406666666666665,1.5702083333333332,0.0
air_5c817ef28f236bdf,2017-02-22 16:00:00,16,1.52,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-0.8660254037844384,-0.5000000000000004,0,1.9,1.72,2.4066666666666654,1.561875,0.0
air_5c817ef28f236bdf,2017-02-22 17:00:00,17,1.9,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-0.9659258262890684,-0.2588190451025206,0,1.52,2.15,2.343333333333332,1.5514583333333334,0.0
air_5c817ef28f236bdf,2017-02-22 18:00:00,18,3.42,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-1.0,-1.8369701987210294e-16,0,1.9,3.87,2.406666666666666,1.5327083333333336,0.0
air_5c817ef28f236bdf,2017-02-22 19:00:00,19,3.04,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-0.9659258262890684,0.2588190451025203,0,3.42,3.44,2.343333333333332,1.5160416666666665,0.0
air_5c817ef28f236bdf,2017-02-22 20:00:00,20,1.52,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-0.8660254037844386,0.5,0,3.04,1.72,2.216666666666665,1.5077083333333332,0.0
air_5c817ef28f236bdf,2017-02-22 21:00:00,21,1.14,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-0.7071067811865477,0.7071067811865474,0,1.52,1.29,2.0899999999999985,1.5014583333333331,0.0
air_5c817ef28f236bdf,2017-02-22 22:00:00,22,0.76,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-0.5000000000000004,0.8660254037844384,0,1.14,0.86,1.963333333333332,1.497291666666667,0.0
air_5c817ef28f236bdf,2017-02-22 23:00:00,23,0.19,2017-02-22,38,Wednesday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,10.5,-1.8,0.0,-0.2588190451025215,0.965925826289068,0,0.76,0.215,1.678333333333332,1.49625,0.0
air_5c817ef28f236bdf,2017-02-23 00:00:00,0,0.44,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.0,1.0,0,0.19,0.38,1.1816666666666655,1.49875,156.18
air_5c817ef28f236bdf,2017-02-23 01:00:00,1,0.22,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.2588190451025207,0.9659258262890684,0,0.44,0.19,0.7116666666666654,1.4999999999999998,156.18
air_5c817ef28f236bdf,2017-02-23 02:00:00,2,0.22,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.4999999999999999,0.8660254037844387,0,0.22,0.19,0.4949999999999988,1.50125,156.18
air_5c817ef28f236bdf,2017-02-23 03:00:00,3,0.22,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.7071067811865475,0.7071067811865476,0,0.22,0.19,0.3416666666666654,1.5025000000000002,156.18
air_5c817ef28f236bdf,2017-02-23 04:00:00,4,0.22,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.8660254037844386,0.5000000000000001,0,0.22,0.19,0.2516666666666655,1.50375,156.18
air_5c817ef28f236bdf,2017-02-23 05:00:00,5,0.44,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.9659258262890684,0.2588190451025207,0,0.22,0.38,0.2933333333333321,1.50625,156.18
air_5c817ef28f236bdf,2017-02-23 06:00:00,6,0.88,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,1.0,6.123233995736766e-17,0,0.44,0.76,0.3666666666666655,1.5112500000000002,156.18
air_5c817ef28f236bdf,2017-02-23 07:00:00,7,1.76,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.9659258262890684,-0.2588190451025206,0,0.88,1.52,0.6233333333333322,1.52125,156.18
air_5c817ef28f236bdf,2017-02-23 08:00:00,8,2.64,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.8660254037844388,-0.4999999999999998,0,1.76,2.28,1.0266666666666655,1.53625,156.18
air_5c817ef28f236bdf,2017-02-23 09:00:00,9,2.2,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.7071067811865476,-0.7071067811865475,0,2.64,1.9,1.3566666666666656,1.54875,156.18
air_5c817ef28f236bdf,2017-02-23 10:00:00,10,1.76,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.4999999999999999,-0.8660254037844387,0,2.2,1.52,1.6133333333333322,1.55875,156.18
air_5c817ef28f236bdf,2017-02-23 11:00:00,11,2.64,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,0.258819045102521,-0.9659258262890682,0,1.76,2.28,1.9799999999999989,1.5737500000000002,156.18
air_5c817ef28f236bdf,2017-02-23 12:00:00,12,3.52,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,1.2246467991473532e-16,-1.0,0,2.64,3.04,2.4199999999999986,1.59375,156.18
air_5c817ef28f236bdf,2017-02-23 13:00:00,13,3.96,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.2588190451025208,-0.9659258262890684,0,3.52,3.42,2.7866666666666653,1.61625,156.18
air_5c817ef28f236bdf,2017-02-23 14:00:00,14,2.64,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.4999999999999998,-0.8660254037844388,0,3.96,2.28,2.7866666666666653,1.63125,156.18
air_5c817ef28f236bdf,2017-02-23 15:00:00,15,2.2,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.7071067811865471,-0.7071067811865479,0,2.64,1.9,2.7866666666666653,1.64375,156.18
air_5c817ef28f236bdf,2017-02-23 16:00:00,16,1.76,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.8660254037844384,-0.5000000000000004,0,2.2,1.52,2.7866666666666657,1.6537499999999998,156.18
air_5c817ef28f236bdf,2017-02-23 17:00:00,17,2.2,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.9659258262890684,-0.2588190451025206,0,1.76,1.9,2.7133333333333325,1.66625,156.18
air_5c817ef28f236bdf,2017-02-23 18:00:00,18,3.96,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-1.0,-1.8369701987210294e-16,0,2.2,3.42,2.7866666666666653,1.68875,156.18
air_5c817ef28f236bdf,2017-02-23 19:00:00,19,3.52,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.9659258262890684,0.2588190451025203,0,3.96,3.04,2.7133333333333325,1.70875,156.18
air_5c817ef28f236bdf,2017-02-23 20:00:00,20,1.76,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.8660254037844386,0.5,0,3.52,1.52,2.566666666666665,1.71875,156.18
air_5c817ef28f236bdf,2017-02-23 21:00:00,21,1.3199999999999998,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.7071067811865477,0.7071067811865474,0,1.76,1.14,2.4199999999999986,1.72625,156.18
air_5c817ef28f236bdf,2017-02-23 22:00:00,22,0.88,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.5000000000000004,0.8660254037844384,0,1.3199999999999998,0.76,2.273333333333332,1.73125,156.18
air_5c817ef28f236bdf,2017-02-23 23:00:00,23,0.22,2017-02-23,44,Thursday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,13.7,8.0,11.4,-0.2588190451025215,0.965925826289068,0,0.88,0.19,1.943333333333332,1.7325,156.18
air_5c817ef28f236bdf,2017-02-24 00:00:00,0,0.55,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.0,1.0,0,0.22,0.44,1.374999999999999,1.7370833333333335,0.0
air_5c817ef28f236bdf,2017-02-24 01:00:00,1,0.275,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.2588190451025207,0.9659258262890684,0,0.55,0.22,0.8341666666666656,1.739375,0.0
air_5c817ef28f236bdf,2017-02-24 02:00:00,2,0.275,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.4999999999999999,0.8660254037844387,0,0.275,0.22,0.5866666666666654,1.7416666666666665,0.0
air_5c817ef28f236bdf,2017-02-24 03:00:00,3,0.275,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.7071067811865475,0.7071067811865476,0,0.275,0.22,0.4124999999999989,1.7439583333333333,0.0
air_5c817ef28f236bdf,2017-02-24 04:00:00,4,0.275,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.8660254037844386,0.5000000000000001,0,0.275,0.22,0.3116666666666655,1.74625,0.0
air_5c817ef28f236bdf,2017-02-24 05:00:00,5,0.55,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.9659258262890684,0.2588190451025207,0,0.275,0.44,0.3666666666666655,1.7508333333333337,0.0
air_5c817ef28f236bdf,2017-02-24 06:00:00,6,1.1,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,1.0,6.123233995736766e-17,0,0.55,0.88,0.4583333333333322,1.76,0.0
air_5c817ef28f236bdf,2017-02-24 07:00:00,7,2.2,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.9659258262890684,-0.2588190451025206,0,1.1,1.76,0.7791666666666656,1.778333333333333,0.0
air_5c817ef28f236bdf,2017-02-24 08:00:00,8,3.3,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.8660254037844388,-0.4999999999999998,0,2.2,2.64,1.283333333333332,1.8058333333333332,0.0
air_5c817ef28f236bdf,2017-02-24 09:00:00,9,2.75,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.7071067811865476,-0.7071067811865475,0,3.3,2.2,1.6958333333333322,1.82875,0.0
air_5c817ef28f236bdf,2017-02-24 10:00:00,10,2.2,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.4999999999999999,-0.8660254037844387,0,2.75,1.76,2.0166666666666657,1.8470833333333327,0.0
air_5c817ef28f236bdf,2017-02-24 11:00:00,11,3.3,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,0.258819045102521,-0.9659258262890682,0,2.2,2.64,2.4749999999999988,1.8745833333333333,0.0
air_5c817ef28f236bdf,2017-02-24 12:00:00,12,4.4,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,1.2246467991473532e-16,-1.0,0,3.3,3.52,3.0249999999999986,1.91125,0.0
air_5c817ef28f236bdf,2017-02-24 13:00:00,13,4.95,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.2588190451025208,-0.9659258262890684,0,4.4,3.96,3.4833333333333325,1.9525,0.0
air_5c817ef28f236bdf,2017-02-24 14:00:00,14,3.3,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.4999999999999998,-0.8660254037844388,0,4.95,2.64,3.483333333333332,1.98,0.0
air_5c817ef28f236bdf,2017-02-24 15:00:00,15,2.75,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.7071067811865471,-0.7071067811865479,0,3.3,2.2,3.483333333333332,2.0029166666666667,0.0
air_5c817ef28f236bdf,2017-02-24 16:00:00,16,2.2,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.8660254037844384,-0.5000000000000004,0,2.75,1.76,3.4833333333333325,2.02125,0.0
air_5c817ef28f236bdf,2017-02-24 17:00:00,17,2.75,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.9659258262890684,-0.2588190451025206,0,2.2,2.2,3.3916666666666657,2.044166666666667,0.0
air_5c817ef28f236bdf,2017-02-24 18:00:00,18,4.95,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-1.0,-1.8369701987210294e-16,0,2.75,3.96,3.483333333333332,2.0854166666666667,0.0
air_5c817ef28f236bdf,2017-02-24 19:00:00,19,4.4,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.9659258262890684,0.2588190451025203,0,4.95,3.52,3.3916666666666657,2.1220833333333333,0.0
air_5c817ef28f236bdf,2017-02-24 20:00:00,20,2.2,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.8660254037844386,0.5,0,4.4,1.76,3.208333333333332,2.140416666666667,0.0
air_5c817ef28f236bdf,2017-02-24 21:00:00,21,1.65,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.7071067811865477,0.7071067811865474,0,2.2,1.3199999999999998,3.024999999999999,2.154166666666667,0.0
air_5c817ef28f236bdf,2017-02-24 22:00:00,22,1.1,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.5000000000000004,0.8660254037844384,0,1.65,0.88,2.841666666666665,2.1633333333333336,0.0
air_5c817ef28f236bdf,2017-02-24 23:00:00,23,0.275,2017-02-24,55,Friday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.6,3.5,0.0,-0.2588190451025215,0.965925826289068,0,1.1,0.22,2.429166666666666,2.165625,0.0
air_5c817ef28f236bdf,2017-02-25 00:00:00,0,0.88,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.0,1.0,1,0.275,0.55,1.7508333333333324,2.179375,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 01:00:00,1,0.44,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.2588190451025207,0.9659258262890684,1,0.88,0.275,1.0908333333333322,2.18625,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 02:00:00,2,0.44,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.4999999999999999,0.8660254037844387,1,0.44,0.275,0.7974999999999989,2.193125,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 03:00:00,3,0.44,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.7071067811865475,0.7071067811865476,1,0.44,0.275,0.5958333333333322,2.2,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 04:00:00,4,0.44,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.8660254037844386,0.5000000000000001,1,0.44,0.275,0.4858333333333322,2.206875,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 05:00:00,5,0.88,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.9659258262890684,0.2588190451025207,1,0.44,0.55,0.5866666666666654,2.220625,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 06:00:00,6,1.76,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,1.0,6.123233995736766e-17,1,0.88,1.1,0.7333333333333322,2.248125,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 07:00:00,7,3.52,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.9659258262890684,-0.2588190451025206,1,1.76,2.2,1.2466666666666657,2.303125,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 08:00:00,8,5.279999999999999,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.8660254037844388,-0.4999999999999998,1,3.52,3.3,2.0533333333333323,2.385625,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 09:00:00,9,4.4,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.7071067811865476,-0.7071067811865475,1,5.279999999999999,2.75,2.7133333333333325,2.454375,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 10:00:00,10,3.52,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.4999999999999999,-0.8660254037844387,1,4.4,2.2,3.226666666666665,2.509375,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 11:00:00,11,5.279999999999999,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,0.258819045102521,-0.9659258262890682,1,3.52,3.3,3.959999999999999,2.591875,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 12:00:00,12,7.04,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,1.2246467991473532e-16,-1.0,1,5.279999999999999,4.4,4.839999999999999,2.701875,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 13:00:00,13,7.92,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.2588190451025208,-0.9659258262890684,1,7.04,4.95,5.573333333333332,2.825625,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 14:00:00,14,5.279999999999999,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.4999999999999998,-0.8660254037844388,1,7.92,3.3,5.573333333333332,2.908125,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 15:00:00,15,4.4,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.7071067811865471,-0.7071067811865479,1,5.279999999999999,2.75,5.573333333333332,2.976875,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 16:00:00,16,3.52,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.8660254037844384,-0.5000000000000004,1,4.4,2.2,5.573333333333332,3.031875,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 17:00:00,17,4.4,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.9659258262890684,-0.2588190451025206,1,3.52,2.75,5.426666666666665,3.1006249999999995,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 18:00:00,18,7.92,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-1.0,-1.8369701987210294e-16,1,4.4,4.95,5.573333333333332,3.224375,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 19:00:00,19,7.04,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.9659258262890684,0.2588190451025203,1,7.92,4.4,5.426666666666666,3.334375,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 20:00:00,20,3.52,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.8660254037844386,0.5,1,7.04,2.2,5.133333333333332,3.389375,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 21:00:00,21,2.64,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.7071067811865477,0.7071067811865474,1,3.52,1.65,4.839999999999999,3.430625,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 22:00:00,22,1.76,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.5000000000000004,0.8660254037844384,1,2.64,1.1,4.546666666666666,3.4581250000000003,6.789999999999999
air_5c817ef28f236bdf,2017-02-25 23:00:00,23,0.44,2017-02-25,88,Saturday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,9.7,2.2,0.7,-0.2588190451025215,0.965925826289068,1,1.76,0.275,3.8866666666666654,3.465,6.789999999999999
air_5c817ef28f236bdf,2017-02-26 00:00:00,0,0.42,2017-02-26,42,Sunday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,11.6,2.2,0.0,0.0,1.0,1,0.44,0.88,2.6366666666666654,3.4458333333333333,0.0
air_5c817ef28f236bdf,2017-02-26 01:00:00,1,0.21,2017-02-26,42,Sunday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,11.6,2.2,0.0,0.2588190451025207,0.9659258262890684,1,0.42,0.44,1.4983333333333322,3.43625,0.0
air_5c817ef28f236bdf,2017-02-26 02:00:00,2,0.21,2017-02-26,42,Sunday,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,11.6,2.2,0.0,0.4999999999999999,0.8660254037844387,1,0.21,0.44,0.9466666666666654,3.426666666666667,0.0
